,,,,,,,,
--- Table 1 ---,,,,,,,,
,,,,2010-01-13,,,Java SE 6 Update 18[citation needed],"No security fixes; Hotspot VM 16; support for Ubuntu 8.04 LTS Desktop Edition, SLES 11, Windows 7, Red Hat Enterprise Linux 5.3, Firefox 3.6, VisualVM 1.2; updated Java DB; many performance improvements"
,,,,2010-03-30,,,Java SE 6 Update 19[citation needed],"Security fixes; root certificate changes: seven new, three removed, five replaced with stronger signature algorithms; interim fix for TLS renegotiation attack"
,,,,2010-04-15,,,Java SE 6 Update 20[citation needed],2 security fixes
,,,,2010-07-07,,,Java SE 6 Update 21[citation needed],"No security fixes; Hotspot VM 17; support for Red Hat Enterprise Linux 5.4 and 5.5, Oracle Enterprise Linux 4.8, 5.4, 5.5; Google Chrome 4 support; support for Customized Loading Progress Indicators; VisualVM 1.2.2"
,,,,2010-10-12,,,Java SE 6 Update 22[citation needed],29 security fixes; RFC 5746 support
,,,,2010-12-08,,,Java SE 6 Update 23[citation needed],No security fixes; Hotspot VM 19; better support for right-to-left languages
,,,,2011-02-15,,,Java SE 6 Update 24[citation needed],21 security fixes; updated Java DB
,,,,2011-03-21,,,Java SE 6 Update 25[citation needed],"No security fixes; Hotspot VM 20; support for Internet Explorer 9, Firefox 4 and Chrome 10; improved BigDecimal; includes ""tiered"" compilation in the Server VM that enables it to start quickly as does the Client VM, while achieving better peak performance (this feature is enabled by specifying -server and -XX:+TieredCompilation command options)"
,,,,2011-06-07,,,Java SE 6 Update 26[citation needed],17 new security fixes;[60] last version compatible with Windows Vista SP1
,,,,2011-08-16,,,Java SE 6 Update 27[citation needed],No security fixes; certification for Firefox 5
,,,,2011-10-18,,,Java SE 6 Update 29[citation needed],"20 security fixes, various bug fixes[61]"
,,,,2011-12-12,,,Java SE 6 Update 30[citation needed],No security fixes; fix for SSL regression in Update 29; support for Red Hat Enterprise Linux 6
,,,,2012-02-14,,,Java SE 6 Update 31[citation needed],14 security fixes and one bug fix; last version work reliably for Windows 2000[62]
,,,,2012-04-26,,,Java SE 6 Update 32[citation needed],"No security fixes, various bug fixes"
,,,,2012-06-12,,,Java SE 6 Update 33[citation needed],"14 security fixes, improved VM configuration file loading"
,,,,2012-08-14,,,Java SE 6 Update 34[citation needed],"No security fixes, various bug fixes"
,,,,2012-08-30,,,Java SE 6 Update 35[citation needed],Contains a security-in-depth fix[63]
,,,,2012-10-16,,,Java SE 6 Update 37[citation needed],30 security fixes
,,,,2012-12-11,,,Java SE 6 Update 38[citation needed],Various bug fixes[citation needed]
,,,,2013-02-01,,,Java SE 6 Update 39[citation needed],50 security fixes
,,,,2013-02-19,,,Java SE 6 Update 41[citation needed],5 security fixes
,,,,2013-03-04,,,Java SE 6 Update 43[citation needed],2 security fixes
,,,,2013-04-16,,,Java SE 6 Update 45[citation needed],42 security fixes;[64] other changes; final public update.[65]
,,,,2013-06-18,,,Java SE 6 Update 51,"Not available publicly, only available through the Java SE Support program and in Apple Update for OS X Snow Leopard, Lion & Mountain Lion; up to 40 security fixes[66]"
,,,,2013-10-15,,,Java SE 6 Update 65,"Not available publicly, only available through the Java SE Support program and in Apple Update for OS X Snow Leopard, Lion & Mountain Lion; at least 11 critical security fixes[67]"
,,,,2014-01-14,,,Java SE 6 Update 71,Not available for public download; 33 fixes[citation needed]
,,,,2014-04-15,,,Java SE 6 Update 75,"Not available publicly, only available through the Java SE Support program and in Solaris 10's Recommended Patchset Cluster no. #54; 25 security fixes[68]"
,,,,2014-07-15,,,Java SE 6 Update 81,"Not available publicly, only available through the Java SE Support program and in Solaris 10's Recommended Patchset Cluster; 11 security fixes[69]"
,,,,2014-10-16,,,Java SE 6 Update 85,"Not available publicly, only available through the Java SE Support program and in Solaris 10's Recommended Patchset Cluster; 18 security fixes[70]"
,,,,2015-01-21,,,Java SE 6 Update 91,Linux x64 and Windows i586 versions are available as the Java SE 6 Reference Implementation.[71] Other versions are only available through the Java SE Support program and in Solaris 10's Recommended Patchset Cluster; 15 security fixes[72]
,,,,2015-04-14,,,Java SE 6 Update 95,"Not available publicly, only available through the Java SE Support program and in Solaris 10's Recommended Patchset Cluster; 14 security fixes[73]"
,,,,2015-07-15,,,Java SE 6 Update 101,"Not available publicly, only available through the Java SE Support program and in Solaris 10's Recommended Patchset Cluster; 18 security fixes[74] Certification for IE 10 and 11 was introduced in 1.6.0_101"
,,,,2015-10-20,,,Java SE 6 Update 105,"Not available publicly, only available through the Java SE Support program and in Solaris 10's Recommended Patchset Cluster; 17 security fixes[75]"
,,,,2016-01-20,,,Java SE 6 Update 111,"Not available publicly, only available through the Java SE Support program and in Solaris 10's Recommended Patchset Cluster; 13 security fixes[76]"
,,,,2016-02-05,,,Java SE 6 Update 113,"Not available publicly, only available through the Java SE Support program and in Solaris 10's Recommended Patchset Cluster; 1 security fix[77]"
,,,,2016-04-21,,,Java SE 6 Update 115,"Not available publicly, only available through the Java SE Support program and in Solaris 10's Recommended Patchset Cluster; 8 security fixes[78]"
,,,,2016-07-19,,,Java SE 6 Update 121,"Not available publicly, only available through the Java SE Support program and in Solaris 10's Recommended Patchset Cluster; 15 security fixes[79]"
,,,,2016-10-18,,,Java SE 6 Update 131,"Not available publicly, only available through the Java SE Support program and in Solaris 10's Recommended Patchset Cluster; 13 security fixes[80]"
,,,,2017-01-17,,,Java SE 6 Update 141,"Not available publicly, only available through the Java SE Support program and in Solaris 10's Recommended Patchset Cluster; 17 security fixes[81]"
,,,,2017-04-18,,,Java SE 6 Update 151,"Not available publicly, only available through the Java SE Support program and in Solaris 10's Recommended Patchset Cluster; 10 security fixes[82]"
,,,,2017-07-18,,,Java SE 6 Update 161,"Not available publicly, only available through the Java SE Support program and in Solaris 10's Recommended Patchset Cluster; 5 security fixes[83]"
,,,,2017-10-20,,,Java SE 6 Update 171,"Not available publicly, only available through the Java SE Support program and in Solaris 10's Recommended Patchset Cluster; 7 security fixes[84]"
,,,,2018-01-16,,,Java SE 6 Update 181,"Not available publicly, only available through the Java SE Support program and in Solaris 10's Recommended Patchset Cluster; 12 security fixes[85]"
,,,,2018-04-17,,,Java SE 6 Update 191,"Not available publicly, only available through the Java SE Support program and in Solaris 10's Recommended Patchset Cluster; 7 security fixes[86]"
,,,,2018-07-17,,,Java SE 6 Update 201,"Not available publicly, only available through the Java SE Support program and in Solaris 10's Recommended Patchset Cluster; 3 security fixes[87]"
,,,,2018-10-18,,,Java SE 6 Update 211,"Not available publicly, only available through the Java SE Support program and in Solaris 10's Recommended Patchset Cluster; 8 security fixes[88]"
,,,,,,,,
--- Table 3 ---,,,,,,,,
,,,,2011-07-28,,,Java SE 7[116],Initial release; HotSpot VM 21
,,,,2011-10-18,,,Java SE 7 Update 1[citation needed],"20 security fixes, other bug fixes"
,,,,2011-12-12,,,Java SE 7 Update 2[citation needed],"No security fixes; HotSpot VM 22; reliability and performance improvements; support for Solaris 11 and Firefox 5 and later; JavaFX included with Java SE JDK, improvements for web-deployed applications"
,,,,2012-02-14,,,Java SE 7 Update 3[citation needed],14 security fixes[117]
,,,,2012-04-26,,,Java SE 7 Update 4[citation needed],No security updates; HotSpot VM 23; JDK Support for Mac OS X; New Supported Garbage Collector: Garbage-First (G1)
,,,,2012-06-12,,,Java SE 7 Update 5[citation needed],14 security fixes[118]
,,,,2012-08-14,,,Java SE 7 Update 6[citation needed],"JavaFX and Java Access Bridge included in Java SE JDK and JRE installation, JavaFX support for touch-enabled monitors and touch pads, JavaFX support for Linux, JDK and JRE Support for Mac OS X, JDK for Linux on ARM[119]"
,,,,2012-08-30,,,Java SE 7 Update 7[citation needed],4 security fixes[63]
,,,,2012-10-16,,,Java SE 7 Update 9[citation needed],30 security vulnerabilities fixes[120]
,,,,2012-12-11,,,Java SE 7 Update 10[citation needed],"New security features, such as the ability to disable any Java application from running in the browser and new dialogs to warn you when the JRE is insecure, and bug fixes"
,,,,2013-01-13,,,Java SE 7 Update 11[citation needed],"Olson Data 2012i; bugfix for problems with registration of plugin on systems with Stand-alone version of JavaFX Installed, security fixes for CVE-2013-0422;[121] the default security level for Java applets and web start applications has been increased from ""Medium"" to ""High"""
,,,,2013-02-01,,,Java SE 7 Update 13[122] [citation needed],50 security fixes
,,,,2013-02-19,,,Java SE 7 Update 15[citation needed],5 security fixes
,,,,2013-03-04,,,Java SE 7 Update 17[citation needed],2 security fixes
,,,,2013-04-16,,,Java SE 7 Update 21[citation needed],"Multiple changes including 42 security fixes, a new Server JRE that does not include the plug-in, and the JDK for Linux on ARM"
,,,,2013-06-18,,,Java SE 7 Update 25[citation needed],Multiple changes including 40 security fixes[66][123]
,,,,2013-09-10,,,Java SE 7 Update 40[citation needed],"621 bug fixes,[124] New security features, hardfloat ARM, Java Mission Control 5.2 and Retina Display support[125]"
,,,,2013-10-15,,,Java SE 7 Update 45[citation needed],51 security fixes;[67] protections against unauthorized redistribution of Java applications; restore security prompts; JAXP changes; TimeZone.setDefault change
,,,,2014-01-14,,,Java SE 7 Update 51[citation needed],"36 security fixes; block JAVA applets without manifest (like Remote console—Java Applet—IBM IMM card, HP iLO card) even if warning dialog is with sentence ""will be blocked in next version"",[126][127] 17 bug fixes"
,,,,2014-04-15,,,Java SE 7 Update 55[citation needed],"37 security fixes,[68] 19 bug fixes[128]"
,,,,2014-05-28,,,Java SE 7 Update 60[citation needed],"Java Mission Control 5.3,[129] 130 bug fixes[130]"
,,,,2014-07-15,,,Java SE 7 Update 65[citation needed],18 bug fixes[citation needed]
,,,,2014-08-04,,,Java SE 7 Update 67[citation needed],1 bug fix
,,,,2014-10-14,,,Java SE 7 Update 71[citation needed],16 bug fixes[citation needed]
,,,,2014-10-14,,,Java SE 7 Update 72[citation needed],"Same release date with Update 71 as a corresponding Patch Set Update (PSU) for Java SE 7,[131] 36 bug fixes[citation needed]"
,,,,2015-01-20,,,Java SE 7 Update 75[citation needed],"12 bug fixes,[citation needed] SSLv3 disabled by default"
,,,,2015-01-20,,,Java SE 7 Update 76[citation needed],"Same release date with Update 75 as a corresponding Patch Set Update (PSU) for Java SE 7,[131] 97 bug fixes[citation needed]"
,,,,2015-04-14,,,Java SE 7 Update 79[citation needed],"21 security fixes, 6 bug fixes,[citation needed]"
,,,,2015-04-14,,,Java SE 7 Update 80[citation needed],"Last public release of Java 7; same release date with Update 79 as a corresponding Patch Set Update (PSU) for Java SE 7, 104 bug fixes[citation needed]"
,,,,2015-07-15,,,Java SE 7 Update 85,"Not available publicly, only available through the Java SE Support program and in Solaris 10's Recommended Patchset Cluster; 25 security fixes[132]"
,,,,2015-10-20,,,Java SE 7 Update 91,"Not available publicly, only available through the Java SE Support program and in Solaris 10's Recommended Patchset Cluster; 20 security fixes[133]"
,,,,2016-01-19,,,Java SE 7 Update 95,"Not available publicly, only available through the Java SE Support program and in Solaris 10's Recommended Patchset Cluster; 8 security fixes[134]"
,,,,2016-02-05,,,Java SE 7 Update 97,"Not available publicly, only available through the Java SE Support program and in Solaris 10's Recommended Patchset Cluster; 1 security fix[77]"
,,,,2016-03-23,,,Java SE 7 Update 99,"Not available publicly, only available through the Java SE Support program and in Solaris 10's Recommended Patchset Cluster; 1 security fix[135]"
,,,,2016-04-18,,,Java SE 7 Update 101,"Not available publicly, only available through the Java SE Support program and in Solaris 10's Recommended Patchset Cluster; 22 security fixes[136]"
,,,,2016-07-19,,,Java SE 7 Update 111,"Not available publicly, only available through the Java SE Support program and in Solaris 10's Recommended Patchset Cluster; 36 security fixes[79]"
,,,,2016-10-18,,,Java SE 7 Update 121,"Not available publicly, only available through the Java SE Support program and in Solaris 10's Recommended Patchset Cluster; 32 security fixes[80]"
,,,,2017-01-17,,,Java SE 7 Update 131,"Not available publicly, only available through the Java SE Support program and in Solaris 10's Recommended Patchset Cluster; 34 security fixes[81]"
,,,,2017-04-18,,,Java SE 7 Update 141,"Not available publicly, only available through the Java SE Support program and in Solaris 10's Recommended Patchset Cluster; 8 security fixes[137]"
,,,,2017-07-18,,,Java SE 7 Update 151,"Not available publicly, only available through the Java SE Support program and in Solaris 10's Recommended Patchset Cluster; 4 security fixes[83]"
,,,,2017-10-20,,,Java SE 7 Update 161,"Not available publicly, only available through the Java SE Support program and in Solaris 10's Recommended Patchset Cluster; 4 security fixes[84]"
,,,,2018-01-16,,,Java SE 7 Update 171,"Not available publicly, only available through the Java SE Support program and in Solaris 10's Recommended Patchset Cluster; 51 security fixes[85]"
,,,,2018-04-17,,,Java SE 7 Update 181,"Not available publicly, only available through the Java SE Support program and in Solaris 10's Recommended Patchset Cluster; 12 security fixes[86]"
,,,,2018-07-17,,,Java SE 7 Update 191,"Not available publicly, only available through the Java SE Support program and in Solaris 10's Recommended Patchset Cluster; 9 security fixes[87]"
,,,,2018-10-18,,,Java SE 7 Update 201,"Not available publicly, only available through the Java SE Support program and in Solaris 10's Recommended Patchset Cluster; 13 security fixes[88]"
,,,,2019-01-15,,,Java SE 7 Update 211,"Not available publicly, only available through the Java SE Support program and in Solaris 10's Recommended Patchset Cluster; 5 security fixes[138]"
,,,,2019-04-16,,,Java SE 7 Update 221,"Not available publicly, only available through the Java SE Support program and in Solaris 10's Recommended Patchset Cluster; 5 security fixes[139]"
,,,,2019-07-16,,,Java SE 7 Update 231,"Not available publicly, only available through the Java SE Support program and in Solaris 10's Recommended Patchset Cluster; 6 security fixes[140]"
,,,,2019-10-15,,,Java SE 7 Update 241,"Not available publicly, only available through the Java SE Support program and in Solaris 10's Recommended Patchset Cluster; 15 security fixes[141]"
,,,,2020-01-14,,,Java SE 7 Update 251,"Not available publicly, only available through the Java SE Support program and in Solaris 10's Recommended Patchset Cluster; 12 security fixes[142]"
,,,,2020-04-14,,,Java SE 7 Update 261,"Not available publicly, only available through the Java SE Support program and in Solaris 10's Recommended Patchset Cluster; 15 security fixes[143]"
,,,,2020-07-14,,,Java SE 7 Update 271,"Not available publicly, only available through the Java SE Support program and in Solaris 10's Recommended Patchset Cluster; 11 security fixes[144]"
,,,,2020-10-20,,,Java SE 7 Update 281,"Not available publicly, only available through the Java SE Support program and in Solaris 10's Recommended Patchset Cluster; 8 security fixes[145]"
,,,,2021-01-19,,,Java SE 7 Update 291,"Not available publicly, only available through the Java SE Support program and in Solaris 10's Recommended Patchset Cluster; 1 security fixes[146]"
,,,,2021-04-12,,,Java SE 7 Update 301,"Not available publicly, only available through the Java SE Support program and in Solaris 10's Recommended Patchset Cluster; 11 security fixes[147]"
,,,,2021-07-20,,,Java SE 7 Update 311,"Not available publicly, only available through the Java SE Support program and in Solaris 10's Recommended Patchset Cluster; 24 bug fixes[148]"
,,,,2021-10-19,,,Java SE 7 Update 321,"Not available publicly, only available through the Java SE Support program and in Solaris 10's Recommended Patchset Cluster; 16 bug fixes[149]"
,,,,2022-01-18,,,Java SE 7 Update 331,"Not available publicly, only available through the Java SE Support program and in Solaris 10's Recommended Patchset Cluster; 18 bug fixes[150]"
,,,,,,,,
--- Table 4 ---,,,,,,,,
,,,,2014-03-18,,,Java SE 8,Initial release
,,,,2014-04-15,,,Java SE 8 Update 5[167],"Using ""*"" in Caller-Allowable-Codebase attribute; 11 bug fixes"
,,,,2014-07-15,,,Java SE 8 Update 11[168],"Java Dependency Analysis Tool (jdeps); Java Control Panel option to disable sponsors; JAR file attribute – Entry-Point; JAXP processing limit property – maxElementDepth; 18 security bug fixes,[169] 15 bug fixes"
,,,,2014-08-19,,,Java SE 8 Update 20[170],"669 bug fixes,[171] JMC 5.4, String deduplication (disabled by default)"
,,,,2014-10-14,,,Java SE 8 Update 25[172],10 bug fixes
,,,,2015-01-19,,,Java SE 8 Update 31[173],26 bug fixes; SSLv3 (disabled by default)
,,,,2015-03-03,,,Java SE 8 Update 40[174],"645 bug fixes,[175] Added the notion of ""memory pressure"" to help indicate how much of system's memory is still available (low pressure = high memory, high pressure = low memory)"
,,,,2015-04-14,,,Java SE 8 Update 45[176],13 bug fixes
,,,,2015-07-14,,,Java SE 8 Update 51[177],"Added support for native sandbox on Windows platforms (disabled by default); also, 25 security fixes, 14 bug fixes"
,,,,2015-08-18,,,Java SE 8 Update 60[178],480 bug fixes[179]
,,,,2015-10-20,,,Java SE 8 Update 65[180],"25 security fixes, 3 bug fixes"
,,,,2015-11-16,,,Java SE 8 Update 66[181],15 bug fixes
,,,,2016-01-19,,,Java SE 8 Update 71[182],"8 security fixes, 5 bug fixes[183]"
,,,,2016-01-19,,,Java SE 8 Update 72[184],"8 security fixes, 5 bug fixes, several enhancements"
,,,,2016-02-03,,,Java SE 8 Update 73[185],1 security fix
,,,,2016-02-03,,,Java SE 8 Update 74[186],1 security fix
,,,,2016-03-23,,,Java SE 8 Update 77[187],1 security fix
,,,,2016-04-19,,,Java SE 8 Update 91[188],"9 security fixes, 4 bug fixes and enhancements"
,,,,2016-04-19,,,Java SE 8 Update 92[189],"Security and bug fixes from 8u91, plus 76 additional bug fixes; the ExitOnOutOfMemoryError and CrashOnOutOfMemoryError flags have been introduced"
,,,,2016-07-19,,,Java SE 8 Update 101[190],"Security and bug fixes from 8u92, plus 9 additional bug fixes"
,,,,2016-07-19,,,Java SE 8 Update 102[191],"Security and bug fixes from 8u101, plus 118 additional bug fixes"
,,,,2016-10-18,,,Java SE 8 Update 111[192],7 Security fixes and 9 bug fixes
,,,,2016-10-18,,,Java SE 8 Update 112[193],Additional features and 139 bug fixes over 8u111
,,,,2017-01-17,,,Java SE 8 Update 121[194],"3 additional features, 5 changes, and 11 bug fixes over 8u112."
,,,,2017-04-18,,,Java SE 8 Update 131[195],4 changes and 42 bug fixes (2 notable).
,,,,2017-07-18,,,Java SE 8 Update 141[196],"Additional feature, 3 changes and 12 bug fixes."
,,,,2017-07-26,,,Java SE 8 Update 144[197],32 Security fixes and bug fixes from 8u141.
,,,,2017-10-17,,,Java SE 8 Update 151[198],"22 Security fixes, 2 notes, 1 certificate revocation, 1 new feature, 6 changes and 24 bug fixes from 8u144."
,,,,2017-10-17,,,Java SE 8 Update 152[199],"Security fixes, 1 new feature, 1 change and 238 bug fixes from 8u151 (1 notable)."
,,,,2018-01-16,,,Java SE 8 Update 161[200],"21 Security fixes, 3 new features, 9 changes and 1 bug fix from 8u152."
,,,,2018-01-16,,,Java SE 8 Update 162[201],"Security fixes, 63 bug fixes."
,,,,2018-04-17,,,Java SE 8 Update 171[202],"Security fixes, bug fixes."
,,,,2018-04-17,,,Java SE 8 Update 172[203],"Security fixes, bug fixes."
,,,,2018-07-17,,,Java SE 8 Update 181[204],"Security fixes, bug fixes."
,,,,2018-10-16,,,Java SE 8 Update 191[205],"New features, changes, bug fixes, security fixes."
,,,,2018-10-16,,,Java SE 8 Update 192[206],"New features, changes, bug fixes."
,,,,2019-01-15,,,Java SE 8 Update 201[207],"New features, changes, bug fixes."
,,,,2019-01-15,,,Java SE 8 Update 202[208],"New features, changes, bug fixes."
,,,,2019-04-16,,,Java SE 8 Update 211[209],"New features, changes, bug fixes. License Update."
,,,,2019-04-16,,,Java SE 8 Update 212[210],"New features (e.g. 5 currency symbols, including for Bitcoin and ""New Japanese Era Name Reiwa""[210]), changes, bug fixes. License Update."
,,,,2019-07-16,,,Java SE 8 Update 221[211],"New features, changes, bug fixes."
,,,,2019-10-15,,,Java SE 8 Update 231[212],"New features, changes, bug fixes and 18 security fixes."
,,,,2020-01-14,,,Java SE 8 Update 241[213],"New features, changes, bug fixes."
,,,,2020-04-14,,,Java SE 8 Update 251[214],"New features, changes, bug fixes. The last version that was shown to be working on Windows XP unofficially."
,,,,2020-07-14,,,Java SE 8 Update 261[215],"New features, changes, 133 bug fixes.[216]"
,,,,2020-10-20,,,Java SE 8 Update 271[217],"New features, changes, 65 bug fixes.[218]"
,,,,2021-01-19,,,Java SE 8 Update 281[219],"New features, changes, 33 bug fixes.[220]"
,,,,2021-04-20,,,Java SE 8 Update 291[221],"New features, changes, 28 bug fixes.[222]"
,,,,2021-07-20,,,Java SE 8 Update 301[223],"New features, changes, 90 bug fixes.[224]"
,,,,2021-10-19,,,Java SE 8 Update 311[225],"New features, changes, 52 bug fixes.[226]"
,,,,2022-01-18,,,Java SE 8 Update 321[227],"New features, changes, 62 bug fixes.[228]"
,,,,2022-04-19,,,Java SE 8 Update 331[229],"New features, changes, 37 bug fixes.[230]"
,,,,2022-05-02,,,Java SE 8 Update 333[231],Patch w/1 change and 2 bug fixes.[232]
,,,,2022-07-19,,,Java SE 8 Update 341[233],"New features, changes, 42 bug fixes.[234]"
,,,,2022-10-18,,,Java SE 8 Update 351[235],"New features, changes, 95 bug fixes.[236]"
,,,,2023-01-17,,,Java SE 8 Update 361[237],"New features, changes, bug fixes."
,,,,2023-04-18,,,Java SE 8 Update 371[238],
,,,,2023-07-18,,,Java SE 8 Update 381[239],Security Patches
,,,,2023-10-17,,,Java SE 8 Update 391[240],
,,,,2024-01-16,,,Java SE 8 Update 401[241],
,,,,2024-04-16,,,Java SE 8 Update 411[242],"Update time zone data to IANA TZ Data 2024a, new features, changes, updates to third-party libraries, 37 bug fixes.[242]"
,,,,2024-07-16,,,Java SE 8 Update 421[243],
,,,,2024-10-15,,,Java SE 8 Update 431[244],
,,,,2025-01-21,,,Java SE 8 Update 441[245],
,,,,2025-04-15,,,Java SE 8 Update 451[246],
,,,,2025-07-15,,,Java SE 8 Update 461[247],
,,,,,,,,
